"Company.Name","YEAR","ROE","ROC","NPM","DIV","DEP","Beta","P.E","P.B","EVEBITDA","PSALES"
"Bimetal Bearings Ltd.",1961,3.26,3.24,2.53,51.43,42.5,0.95,26.12,0.85,9.92,0.68141592920354
"Bimetal Bearings Ltd.",1961,1.78,1.78,1.53,57.06,39.6,1.02,45.07,0.79,8.48,0.702631254621642
"Bosch Chassis Systems India Pvt. Ltd.",1982,16.91,12.96,5.73,21.69,163.7,0.52,29.35,5.79,15.44,2.12924730675844
"Bosch Chassis Systems India Pvt. Ltd.",1982,23.53,18.84,6.37,15,207.4,0.68,37.48,7.15,16.73,2.29822916833299
"Bosch Chassis Systems India Pvt. Ltd.",1982,30.23,25.55,9.99,0,224.8,0.68,43.31,6,14.41,2.02018128759843
"Bosch Chassis Systems India Pvt. Ltd.",1982,11.09,9.73,4.82,0,279.8,1.1,21.82,1.65,0.64,0.294076243636141
"Bosch Chassis Systems India Pvt. Ltd.",1982,14.58,13.1,5.3,0,320.1,1.06,387.75,5.08,73.53,1.73234368167906
"Bosch Chassis Systems India Pvt. Ltd.",1982,7.57,6.92,2.46,0,326,0.74,97.23,1.63,8.96,0.171332200241804
"Bosch Chassis Systems India Pvt. Ltd.",1982,-9.68,-8.99,-2.75,0,357.2,1.21,32.09,0.33,2.36,0.0679726844057692
"Bosch Chassis Systems India Pvt. Ltd.",1982,-6.26,-5.89,-3.04,28.5,239.7,1.08,89.17,1.41,6.16,0.0665060758949458
"Bosch Chassis Systems India Pvt. Ltd.",1982,7.6,7.21,2.76,0,346.4,1.31,6.56,1.83,5.82,0.130514260133182
"Bosch Chassis Systems India Pvt. Ltd.",1982,37.7,2.31,0.58,42.15,69.8,0.76,7.21,0.46,5.82,0.1485260265835
"Bosch Ltd.",1951,16.91,15.32,7.01,9.36,2464.8,0.63,34.38,5.12,8.68,2.48006071985549
"Bosch Ltd.",1951,19.97,18.17,9.18,13.15,2539.1,0.73,27.07,4.35,9.13,2.45384500708127
"Bosch Ltd.",1951,18.96,17.38,9.83,12.63,3024.6,0.58,22.89,3.21,6.83,1.89207262054867
"Bosch Ltd.",1951,13.54,12.49,8.1,15.95,3036.3,0.52,25.46,4.2,11.24,2.95119107987195
"Bosch Ltd.",1951,18.6,17.3,9.44,14.62,2539.7,0.53,27.32,4.8,12.36,2.93368467723775
"Bosch Ltd.",1951,23.3,21.85,11.42,37.74,2547,0.53,25.2,5.48,12.63,2.98249781257196
"Bosch Ltd.",1951,17.52,16.65,9.31,19.66,3642,0.48,31.51,5.1,14.68,3.05036029656334
"Bosch Ltd.",1951,14.55,14.06,8.82,19.52,3813,0.39,37.04,5.15,18.22,3.61119614032115
"Bosch Ltd.",1951,19.52,19.11,9.9,19.95,5293,0.52,74.82,10.85,29.49,6.18804478295639
"Bosch Ltd.",1951,14.73,14.57,9.83,21.42,3746,0.73,56.68,7.87,26.19,5.75718505777543
"Ceat Ltd.",1958,8.31,3.97,1.25,20.94,310.6,1.03,36.05,1.34,7.27,0.204357492960684
"Ceat Ltd.",1958,15.57,8.63,2.61,9.22,329.9,1.23,5.46,0.75,2.19,0.142928915796447
"Ceat Ltd.",1958,-6.27,-3.47,-1.16,3.96,257.5,1.12,21.9,0.25,3.75,0.0453796959076816
"Ceat Ltd.",1958,28.22,15.67,5.18,8.51,268.9,1.09,3.26,0.81,2.17,0.170200844151734
"Ceat Ltd.",1958,3.44,1.63,0.57,30.75,341.7,1.12,16.11,0.55,7.09,0.0933478755188916
"Ceat Ltd.",1958,1.23,0.45,0.16,45.36,705,1.12,80.6,0.5,6.81,0.0627392981278715
"Ceat Ltd.",1958,16.09,6.08,2.08,12.88,781.6,1.07,2.99,0.46,5.48,0.05997678404866
"Ceat Ltd.",1958,30.08,13.27,4.34,14.44,826.3,1.2,6.18,1.64,4.05,0.26874711708045
"Ceat Ltd.",1958,23.41,13.42,4.87,13.53,878.5,1.24,10.86,2.04,5.33,0.530711584837916
"Ceat Ltd.",1958,24.92,17.82,7.17,19.54,1068.4,1.25,9.93,2.25,5.94,0.716716867716013
"Clutch Auto Ltd.",1971,28.39,13.57,8.2,0,51.7,1.7,8.58,2.25,8.16,0.591202254226675
"Clutch Auto Ltd.",1971,12.97,6.79,5.65,0,58.6,1.33,7.51,0.88,4.65,0.424329309188464
"Clutch Auto Ltd.",1971,3.81,1.96,2.03,0,77.6,1.05,5.85,0.22,4.96,0.119728452823265
"Clutch Auto Ltd.",1971,6.65,3.02,3.36,0,139.7,1.15,12.47,0.81,6.84,0.420089822760446
"Clutch Auto Ltd.",1971,6.28,2.69,3.49,0,162.8,1.12,10.1,0.61,6.39,0.352523081821076
"Clutch Auto Ltd.",1971,5.14,2.2,3.16,0,157.5,1.12,6.56,0.34,5.54,0.210939851152955
"Clutch Auto Ltd.",1971,-24.91,-9.89,-36.36,24.25,59.4,1.08,56.68,0.22,5.18,0.343496913257298
"Clutch Auto Ltd.",1971,-247.1,-44.96,-452.61,157.64,35.5,1.59,1182.74,10.47,0,0.770588235294118
"Clutch Auto Ltd.",1971,-26.33,-97.67,-424.38,20.35,192.2,1.75,669.97,10.47,0,0.631073446327684
"Clutch Auto Ltd.",1971,-220.04,-51.12,-70.36,21.16,100.1,1.75,30.06,2.26,0,0.254858125537403
"Commercial Engineers & Body Builders Co. Ltd.",1979,27.9,25.55,10.59,44.37,152.6,0.65,15.89,2.65,0,0.269321049591049
"Commercial Engineers & Body Builders Co. Ltd.",1979,17.29,0.44,5.82,37.68,74.1,0.93,26.25,3.09,10.78,2.58504923903312
"Commercial Engineers & Body Builders Co. Ltd.",1979,-17.3,-6.48,-25.6,37.74,83.7,1,41.8,14.27,0,0.943624464003611
"Commercial Engineers & Body Builders Co. Ltd.",1979,0,1.02,8.74,0,36.4,0.82,7.46,0.41,0,0.0149846216936641
"Commercial Engineers & Body Builders Co. Ltd.",1979,4.05,3,1.93,0,38.5,0.81,41.4,1.11,11.1,0.805937458327777
"Commercial Engineers & Body Builders Co. Ltd.",1979,16.03,12.05,5.76,0,63.7,0.77,11.31,1.34,15.45,0.499307239873878
"Commercial Engineers & Body Builders Co. Ltd.",1979,10.4,6.86,4.66,11.89,167,0.66,2.76,0.53,3.32,0.273459195896813
"Commercial Engineers & Body Builders Co. Ltd.",1979,-29.78,-18.33,-37.57,9.47,300.6,1.55,18.68,0.28,0,0.305658577937904
"Commercial Engineers & Body Builders Co. Ltd.",1979,-25.71,-13.33,-25.24,24.28,202.6,1.61,22.22,0.99,0,0.657212121212121
"Commercial Engineers & Body Builders Co. Ltd.",1979,-100.35,-24.7,-34.09,4.68,145.1,1.65,89.79,0.6,0,0.627719672240357
"Daewoo Motors India Ltd.",1983,6.41,13.97,8.14,16.98,148.7,0.77,21.64,3.49,7.21,2.56636587366694
"Daewoo Motors India Ltd.",1983,10.01,12.17,0.74,0,5.9,1.13,29.35,1.36,14.66,0.320638500910905
"Daewoo Motors India Ltd.",1983,-6.52,6.23,-2.19,0,51.5,1.07,40.91,3.72,4.46,0.311458205172371
"Daewoo Motors India Ltd.",1983,30.49,12.47,-7.34,0.86,42.5,1.22,89.17,3.05,14.23,0.81146185788988
"Daewoo Motors India Ltd.",1983,13.13,2,1.57,93.27,21.8,0.93,79.47,0.96,10.93,0.66471663619744
"Daewoo Motors India Ltd.",1983,-2.98,11.57,9.9,25.55,6.9,0.59,8.61,2.01,12.06,4.66426032266885
"Daewoo Motors India Ltd.",1983,21.9,25.55,-4.1,0.86,25.2,0.91,4.82,1.26,3.6,0.0290601661285154
"Daewoo Motors India Ltd.",1983,5.45,6.59,-0.61,16.98,49.3,1.09,21.9,2.11,24.64,16.4325114155251
"Daewoo Motors India Ltd.",1983,1.43,11.45,-0.37,19.21,10.2,0.9,59.13,1.15,3.39,1.80410447761194
"Daewoo Motors India Ltd.",1983,22.35,10.44,3.77,38.02,320.7,1.26,15.05,2.03,3.95,0.028861061419201
"Denso India Pvt. Ltd.",1984,18.31,17.61,5.51,12.11,131.2,0.99,8.92,1.36,3.17,0.422195660541723
"Denso India Pvt. Ltd.",1984,15.74,15.26,4.88,20.07,128.8,0.81,8.41,1.25,2.43,0.416906744760685
"Denso India Pvt. Ltd.",1984,9.22,9.04,2.8,23.12,137.7,0.75,5.89,0.52,1.18,0.167062882181747
"Denso India Pvt. Ltd.",1984,9.11,8.82,2.26,29.54,159.3,0.82,13.81,1.22,4.49,0.313930156997941
"Denso India Pvt. Ltd.",1984,1.49,1.25,0.3,0,229,0.86,61.74,0.91,7.94,0.188120699823078
"Denso India Pvt. Ltd.",1984,-40.13,-25.48,-6.09,5.7,375,0.86,49.21,1.02,6.62,0.134628375406808
"Denso India Pvt. Ltd.",1984,-50.24,-22.9,-5.26,0,383,0.86,56.41,0.81,0,0.0899875009190501
"Denso India Pvt. Ltd.",1984,-45.17,-14.74,-4.1,7.16,389,0.94,49.21,2.92,7.69,0.29794278439302
"Denso India Pvt. Ltd.",1984,-87.3,-16.38,-5.13,1.13,463,0.84,22.22,1.51,4.79,0.0693129356386349
"Denso India Pvt. Ltd.",1984,10.37,12.68,-6.92,38.29,4.4,0.13,6.08,0.79,0.9,0.0790858903581975
"Design Auto Systems Ltd.",1987,-3.97,-2.29,-11.65,10.16,8.7,0.53,31.27,0.7,8.96,0.760328407224959
"Design Auto Systems Ltd.",1987,0.17,-16.38,1.48,3.75,890.5,0.43,62.35,0.27,7.76,0.0465288894447224
"Design Auto Systems Ltd.",1987,19.52,11.98,8.74,0,3.5,1.03,3.79,1.8,11.11,0.523620188816267
"Design Auto Systems Ltd.",1987,16.71,5.22,-0.39,45.7,5.9,0.69,8.69,2.19,8.69,0.0439668391796051
"Design Auto Systems Ltd.",1987,16.46,0.4,9.3,0,6.9,1.13,11.44,0.65,23.17,2.13238199780461
"Design Auto Systems Ltd.",1987,62.91,7.68,3.31,22.1,77.8,0.39,4.73,0.2,23.37,0.125528304797162
"Design Auto Systems Ltd.",1987,27.14,5.1,4.08,0,192.5,0.89,22.16,1.11,4.12,0.34125883885374
"Design Auto Systems Ltd.",1987,-0.88,-1.49,0.98,20.57,21.3,0.34,12.85,0.65,6.25,0.0144290417605268
"Design Auto Systems Ltd.",1987,-220.04,-7.99,-0.39,0,545.4,0.83,21.03,2.23,10.04,0.320485151933702
"Design Auto Systems Ltd.",1987,9.01,11.12,1.47,7.74,57.8,0.81,7.59,1.06,0,0.0616370034684422
"Duncan Engineering Ltd.",1961,-17.3,-14.84,-6.29,33.53,4.7,0.76,62.35,1.45,16.33,0.906709677419355
"Duncan Engineering Ltd.",1961,7.18,6.59,3.34,69.87,5.9,1.33,26.37,1.88,9.6,0.890791300323924
"Duncan Engineering Ltd.",1961,2.06,1.84,1.06,33.94,5.2,0.97,43.95,0.9,7.34,0.473040699630003
"Duncan Engineering Ltd.",1961,1.27,0.84,0.64,67.27,15.9,0.95,127.56,1.62,18.75,0.826149611398964
"Duncan Engineering Ltd.",1961,-107.53,-46.07,-40.13,11.38,25,0.95,89.79,4.13,0,0.760797282803003
"Duncan Engineering Ltd.",1961,-96.44,-40.54,-32.27,0,24.3,0.95,21.03,12.43,0,0.452128527157071
"Duncan Engineering Ltd.",1961,-19.01,-11.23,-8.89,0,24.4,0.81,15.5,0.5,1.15,0.210448398576512
"Duncan Engineering Ltd.",1961,-9.76,-6.57,-4.43,0,25.1,0.87,16.87,0.55,6.28,0.251956972524624
"Duncan Engineering Ltd.",1961,-25.37,-16.47,-11.4,19.13,33,1.09,1182.74,0.85,83.45,0.346075133165125
"Duncan Engineering Ltd.",1961,-21.34,-12.4,-13.08,3.47,13.2,1.17,245.42,1.17,0,0.620268327743172
"Dynamatic Technologies Ltd.",1973,35.4,13.5,7.51,21.02,41.2,0.81,57.84,16.59,24.71,3.82973363774734
"Dynamatic Technologies Ltd.",1973,39.2,13.1,5.66,18.62,120.7,1.18,27.21,8,12.04,1.5532412874315
"Dynamatic Technologies Ltd.",1973,5.05,1.84,1.45,44.35,172.1,1.09,54.99,2.06,9.04,0.805509309644969
"Dynamatic Technologies Ltd.",1973,7.87,3.27,3.35,37.52,185.7,0.99,53.21,4.02,13.52,1.7897797628215
"Dynamatic Technologies Ltd.",1973,10.07,3.97,3.81,36.46,204.1,0.97,50.28,4.95,14.49,1.92108909874769
"Dynamatic Technologies Ltd.",1973,2.43,0.75,0.69,262.42,251.1,0.97,387.75,2.93,10.04,0.869293505554328
"Dynamatic Technologies Ltd.",1973,0.39,0.11,0.12,0,262.9,0.87,31.54,2.66,10.12,0.780628529864795
"Dynamatic Technologies Ltd.",1973,-8.6,-2.73,-2.73,0,281.6,0.92,28.98,3.42,7.45,1.03490062296055
"Dynamatic Technologies Ltd.",1973,-7.63,-3.1,-3.26,0,285,1.08,22.22,9.07,21.98,5.0231368688733
"Dynamatic Technologies Ltd.",1973,0.11,0.05,0.06,0,291.1,1.14,3787.92,4,16.87,2.39412418542815
"Eicher Motors Ltd.",1982,13.68,9.49,2.59,132.99,405.3,0.71,10.45,1.43,3.03,0.310852519223122
"Eicher Motors Ltd.",1982,12.74,8.71,2.18,22.28,341.9,0.87,12.68,1.54,5.52,0.277757688921873
"Eicher Motors Ltd.",1982,3.57,2.92,2.1,36.03,121.9,0.84,19.26,1.26,2.5,0.791277731335605
"Eicher Motors Ltd.",1982,8.45,8.26,8.46,49.64,83.7,0.93,55.02,4.2,23.94,4.19941908511983
"Eicher Motors Ltd.",1982,17.49,16.9,13.82,39.28,93.4,0.93,44.71,7.63,31.92,7.35989105504587
"Eicher Motors Ltd.",1982,24.94,24.17,15.14,34.68,116.3,0.93,43.07,9.91,31.09,7.18887456525534
"Eicher Motors Ltd.",1982,24.76,24.04,11.77,37.3,151.1,0.84,47.46,10.92,32.97,5.80343793554927
"Eicher Motors Ltd.",1982,38.4,37.1,13.91,29.11,278.1,0.8,47.13,16.41,39.08,8.38523260110433
"Eicher Motors Ltd.",1982,54.37,53.58,16.21,24.25,465.9,0.83,70.44,29.77,49.48,12.9354892474571
"Eicher Motors Ltd.",1982,73.35,72.75,17.99,31.1,1301.8,0.88,49.63,22.25,26.14,7.42803905907299
"Elgi Auto Parts Ltd.",1984,12.39,4.56,-12.64,0,36.7,0.91,49.25,0.63,1.15,0.13419455927457
"Elgi Auto Parts Ltd.",1984,21.12,5.71,0.73,37.3,44.2,0.51,4.96,0.48,4.46,0.170617914538433
"Elgi Auto Parts Ltd.",1984,30.08,4.85,3.65,0,7.1,1.15,10.3,1.99,8.99,0.303244577675895
"Elgi Auto Parts Ltd.",1984,9.88,-17.36,3.57,4.8,144,1.2,25.62,14.27,0,3.02673457295223
"Elgi Auto Parts Ltd.",1984,14.51,18.44,5.54,27.17,166.9,1.06,19.45,4.44,8.69,0.16609559292943
"Elgi Auto Parts Ltd.",1984,5.2,53.58,3.51,32.82,18612,0.86,9.16,1.89,4.16,1.25352742276623
"Elgi Auto Parts Ltd.",1984,39.66,13.09,-108.5,157.64,89.8,0.64,74.82,1.17,0,0.263784175695341
"Elgi Auto Parts Ltd.",1984,45.7,7.33,3.38,13.43,177.1,1.14,15.51,0.6,4,0.30211487519652
"Elgi Auto Parts Ltd.",1984,16.48,6.89,3.09,27.14,107.9,0.65,8.22,0.57,4.02,0.125815131992458
"Elgi Auto Parts Ltd.",1984,-4.08,16.92,3.89,17.94,176.4,1.29,42.86,4.04,6.18,0.47515928906774
"Endurance Technologies Ltd.",1999,22.67,7.25,3.92,1.13,517.5,1.33,22.22,7.63,0,0.901591869695199
"Endurance Technologies Ltd.",1999,-11.35,-3.42,-2.19,25.61,738.3,0.76,57.84,0.75,4.91,0.108444321374541
"Endurance Technologies Ltd.",1999,8.86,2.42,1.67,0,1012.7,0.89,8.33,0.53,-1.96,0.209534402039366
"Endurance Technologies Ltd.",1999,16.27,4.85,3.38,0,1107.6,1.02,8.58,0.55,4.77,1.4784126598532
"Endurance Technologies Ltd.",1999,23.15,8.08,4.21,1.28,1197.3,1.09,6.07,1.47,0,1.52592430662098
"Endurance Technologies Ltd.",1999,18.71,8.06,4.1,1.98,1404.3,0.73,16.57,0.49,3.91,0.904310855524571
"Endurance Technologies Ltd.",1999,14.6,7.1,3.76,4.34,1406.6,0.76,16.86,0.65,3.42,0.803041410884894
"Endurance Technologies Ltd.",1999,17.38,10.05,4.3,3.47,1603.9,0.87,12.46,0.53,5.23,0.00646496639137383
"Endurance Technologies Ltd.",1999,15.94,11.44,4.41,6.85,1571,0.88,9.16,1.33,3.29,0.00396772652696725
"Endurance Technologies Ltd.",1999,15.76,12.81,4.81,8.46,1504.8,1.46,22.15,1.58,4.05,0.00375477515323482
"Engine Valves Ltd. [Merged]",1954,-18.71,9.03,1.51,0,215.4,1.53,97.23,1.49,0,0.0721040189125295
"Engine Valves Ltd. [Merged]",1954,9.88,0.28,1.84,0,87.8,0.84,31.54,0.66,7.07,0.812317757009346
"Engine Valves Ltd. [Merged]",1954,17.49,1.11,1.97,41.28,336.3,0.97,42.9,0.81,0.9,0.586507072905332
"Engine Valves Ltd. [Merged]",1954,13.88,4.16,-4.32,34.86,14.3,0.88,31.54,0.82,74.9,73.7111244497799
"Engine Valves Ltd. [Merged]",1954,11.14,16.37,9.39,69.03,5.3,1.42,10.31,2.95,13.68,0.358343999646908
"Engine Valves Ltd. [Merged]",1954,14.39,6.47,1.16,0,111.7,1.49,12.85,2.72,4.28,0.112395907446563
"Engine Valves Ltd. [Merged]",1954,60.25,-73.29,13.91,19.66,2013,0.17,1182.74,22.25,26.38,0.866128911042513
"Engine Valves Ltd. [Merged]",1954,2.63,16.57,0.87,0,38.6,0.78,16.73,2.02,8.12,0.121476539207457
"Engine Valves Ltd. [Merged]",1954,16.91,14.87,5.4,26.01,6105.3,1.08,15.86,4.93,5.97,0.284445809110702
"Engine Valves Ltd. [Merged]",1954,5.37,11.66,1.97,0,157.2,1.04,22.43,1.61,21.74,6.58785477596888
"Enkei Wheels (India) Ltd.",2009,-6.68,-44.75,0.12,0,72.7,1.41,89.66,10.47,17.1,1.21761225984562
"Enkei Wheels (India) Ltd.",2009,2.34,-3.14,3.72,21.47,56.2,1.09,274.9,0.48,5.47,0.181427015250545
"Enkei Wheels (India) Ltd.",2009,21.92,2.96,15.14,0,10.7,0.72,2.76,2.44,15.99,1.35762657207352
"Enkei Wheels (India) Ltd.",2009,-208.18,-16.03,-5.12,0,148,1.03,669.97,5.62,10.86,2.54938264769393
"Enkei Wheels (India) Ltd.",2009,-282.22,-1.13,-0.48,0,137.2,1.52,4.45,10.09,7.54,0.880915042630938
"Enkei Wheels (India) Ltd.",2009,12.5,0.18,0.08,0,146.5,1.04,97.23,25.94,7.25,0.204244127160454
"Enkei Wheels (India) Ltd.",2009,-18.71,-1.01,-0.47,0,159.6,0.5,11.46,10.09,7.04,0.197181959564541
"Enkei Wheels (India) Ltd.",2009,-31.86,-3.09,-1.24,0,178.5,0.74,89.17,3.98,4.13,0.140056707622172
"Enkei Wheels (India) Ltd.",2009,12.87,1.82,0.51,0,281.8,1.18,72.66,8.77,5.65,0.372063764220672
"Enkei Wheels (India) Ltd.",2009,47.87,5.29,1.13,0,256.5,1.13,40.91,87.11,7.24,0.462206975414523
"Exedy India Ltd.",1973,9.14,2.55,1.5,61.36,42.7,0.61,8.6,1.41,5.74,0.271964269098353
"Exedy India Ltd.",1973,10.63,2.81,1.62,31.77,46.3,0.81,14.43,1.49,7.12,0.233217304823471
"Exedy India Ltd.",1973,-49.57,-9.63,-6.12,58.25,58.1,0.94,89.66,0.65,18.87,0.0621732918732667
"Exedy India Ltd.",1973,-6.3,-1.3,-0.61,0,73.2,0.95,97.23,4.5,12.2,0.604818631246649
"Exedy India Ltd.",1973,-33.26,-7.24,-2.88,0,80.7,0.95,49.21,5.09,14.07,0.367367901677581
"Exedy India Ltd.",1973,-6884.44,-42.2,-12.9,0,94.1,0.95,30.06,70.45,26.38,0.860262554698896
"Exedy India Ltd.",1973,-19.9,-4.96,-0.93,0,80.1,0.95,18.68,8.67,44.25,0.727111755142433
"Exedy India Ltd.",1973,-40.13,-30.36,-4.06,0,88.9,1.5,49.21,2.65,5.66,0.0095690061887714
"Exedy India Ltd.",1973,2.02,-7.43,-0.82,21.47,103.6,0.73,62.63,0.34,6.51,0.0293995091044009
"Exedy India Ltd.",1973,-0.88,-27.54,-2.25,1.9,95,0.9,36.64,2.26,52.21,2.24300998377293
"Exide Industries Ltd.",1947,28.29,18.33,6.66,16.91,542,0.69,22.16,5.15,14.89,1.34111624474874
"Exide Industries Ltd.",1947,29.47,20.8,6.54,12.78,642.4,0.68,22.52,5.43,11.65,1.48354503145071
"Exide Industries Ltd.",1947,25.73,19.76,6.69,16.88,679.4,0.73,11.68,2.72,5.92,0.784000340458531
"Exide Industries Ltd.",1947,31.38,28.03,11.67,15.27,806.5,0.78,19.73,4.82,10.95,2.32017719436392
"Exide Industries Ltd.",1947,24.12,23.68,11.48,19.13,834.6,0.81,20.51,4.47,11.19,2.40417956226941
"Exide Industries Ltd.",1947,15.89,15.88,7.95,27.65,1006.8,0.81,27.92,4.17,11.68,2.22892022450342
"Exide Industries Ltd.",1947,16.18,16.18,7.49,26.01,1134.8,0.83,21.36,3.22,13.32,1.59904482479961
"Exide Industries Ltd.",1947,13.68,13.68,7.16,31.41,1256,1.03,21.14,2.77,11.48,1.52040716727991
"Exide Industries Ltd.",1947,14.12,14.08,7.11,34.26,1395.2,0.9,27.65,3.75,15.89,1.97086082691472
"Exide Industries Ltd.",1947,14.63,14.43,8.02,31.31,1579.3,0.83,19.01,2.64,11.07,1.53488922393394
"Falcon Tyres Ltd.",1973,8.91,2.25,0.8,42.93,28.1,0.55,19.45,2.7,9.73,0.263192856701477
"Falcon Tyres Ltd.",1973,14.41,2.36,0.91,35.28,36.2,0.39,16.32,2.22,9.92,0.149275885585911
"Falcon Tyres Ltd.",1973,50.9,11.25,3.51,13.22,84.4,0.27,12.55,2.06,10.26,0.0968579282915131
"Falcon Tyres Ltd.",1973,64.32,17.21,6.07,16.5,77.8,0.1,14.27,6.31,9.76,0.598826423711656
"Falcon Tyres Ltd.",1973,25.7,6.4,2.95,20.57,85.2,0.12,7.28,3.12,6.38,0.399504186303274
"Falcon Tyres Ltd.",1973,-35.95,-8.42,-5.95,1.25,180.5,0.12,4.68,0.79,6.75,0.104210505038254
"Falcon Tyres Ltd.",1973,1.9,0.4,0.3,0,246.8,0.26,9.46,0.56,9.24,0.0873552447126227
"Falcon Tyres Ltd.",1973,1.9,0.4,0.3,0,246.8,0.62,57.52,0.73,11.45,0.115686901932102
"Falcon Tyres Ltd.",1973,-52.44,-11.21,-142.9,14.08,293.3,1.08,4.45,0.55,30.14,1.63996164626051
"Falcon Tyres Ltd.",1973,15.3,-2.09,3.89,7.83,156.4,1.08,49.63,0.29,27.89,0.106037094348669
"Federal-Mogul Goetze (India) Ltd.",1954,-9.73,-1.93,-1.96,19.27,282,0.87,49.21,7.09,20.2,1.38019757133921
"Federal-Mogul Goetze (India) Ltd.",1954,-12.86,-3.61,-2.29,73.33,429.2,0.97,13.13,1.2,7.36,0.302498495303949
"Federal-Mogul Goetze (India) Ltd.",1954,-4.06,-2.04,-1.17,0,463.4,0.91,24.77,0.6,3.63,0.233766611821288
"Federal-Mogul Goetze (India) Ltd.",1954,15.98,11.27,5.99,0,494.9,0.92,15.02,2.15,6.57,0.915543755768378
"Federal-Mogul Goetze (India) Ltd.",1954,9.88,7.83,3.46,0,482.2,0.96,29.47,2.87,9.65,1.11676084353445
"Federal-Mogul Goetze (India) Ltd.",1954,9.89,7.58,3.1,0,536.6,0.96,38.6,3.63,11.91,1.20650335001679
"Federal-Mogul Goetze (India) Ltd.",1954,-4.49,-3.14,-1.39,18.32,619.4,1.02,37.04,2.86,13.68,0.875177712852838
"Federal-Mogul Goetze (India) Ltd.",1954,4.85,3.25,1.57,0,661.4,0.78,50.53,2.39,9.43,0.808439224542375
"Federal-Mogul Goetze (India) Ltd.",1954,5.2,3.47,1.34,0,893.7,0.59,131.85,5.3,13.87,1.41919035222234
"Federal-Mogul Goetze (India) Ltd.",1954,7.11,4.89,2.26,0,751.8,0.47,53.84,3.68,11.19,1.22212044369711
"Fidelity Industries Ltd.",1987,28.35,-1.57,-0.02,36.47,431.8,0.87,21.61,1.29,6.9,0.301990227331471
"Fidelity Industries Ltd.",1987,20.82,7.98,1.5,49.22,6.7,0.86,10.79,1.29,6.11,3.53184226015303
"Fidelity Industries Ltd.",1987,1.31,-1,14.41,1.9,56.2,1,17.9,2.72,14.41,3.14101769104505
"Fidelity Industries Ltd.",1987,0.82,1.91,-7.39,15.95,24.5,0.97,21.9,1.93,13.38,0.137988220706758
"Fidelity Industries Ltd.",1987,56.71,13.27,-1.55,29.81,4023.8,0.91,17.71,3.03,2.47,1.62693932254204
"Fidelity Industries Ltd.",1987,28.46,-6.63,-0.44,0,273.9,0.94,11.49,0.46,4.61,0.0139881386417773
"Fidelity Industries Ltd.",1987,6.76,30.25,2.61,28.68,53.3,0.88,13.28,8.24,28.16,4.30963206144698
"Fidelity Industries Ltd.",1987,-10.38,-0.06,10.31,16.81,160.1,0.32,23.11,0.64,10.26,1.08579074123629
"Fidelity Industries Ltd.",1987,6.22,13.32,9.9,0,14,1.2,28.74,2.02,2.95,0.120727423021285
"Fidelity Industries Ltd.",1987,23.41,7.59,3.2,19.2,52.1,1.29,39.89,4.04,24.16,3.88636581853096
"Fiem Industries Ltd.",1989,17.4,11.78,5.4,22.07,51.2,1.7,12.29,1.36,8.74,0.61361581920904
"Fiem Industries Ltd.",1989,8.95,6.36,4.22,32.01,78.2,0.6,9.05,0.79,5.19,0.384737569060773
"Fiem Industries Ltd.",1989,5.3,3.44,1.97,64.86,88.2,0.44,11.19,0.66,4.52,0.2211305962451
"Fiem Industries Ltd.",1989,11.96,7.55,3.36,27.81,92.5,0.65,12.1,1.34,5.27,0.407120664510811
"Fiem Industries Ltd.",1989,28.34,14.97,6.44,26.16,131.5,0.67,6.22,1.64,7.49,0.400977127333275
"Fiem Industries Ltd.",1989,17.64,7.96,3.68,16.98,168.8,0.67,4.5,1.29,7.07,0.28458420998172
"Fiem Industries Ltd.",1989,18.92,9.24,4.04,17.5,183.5,0.64,9.78,1.56,5.24,0.348782802566961
"Fiem Industries Ltd.",1989,21.87,12.47,4.66,19.2,217.9,0.83,13.43,2.71,6.84,0.626169616481935
"Fiem Industries Ltd.",1989,21.04,13.17,4.61,19.81,306.3,0.49,18.1,3.54,8.39,0.834877041030513
"Fiem Industries Ltd.",1989,24.18,15.64,5.23,16.74,330.3,0.62,19.24,4.24,9.62,1.00911419129796
"Force Motors Ltd.",1958,-26.33,-12.22,-4.46,0,414.8,0.82,245.42,1.88,7.76,0.359633340327319
"Force Motors Ltd.",1958,-57.85,-18.51,-7.4,4.68,390.2,0.94,62.35,1.89,0,0.178223666148074
"Force Motors Ltd.",1958,74.4,28.68,9.98,0,418.3,0.8,0.66,0.36,0.84,0.0913452038800072
"Force Motors Ltd.",1958,13.91,8.67,3.1,6.54,420,0.85,12.96,1.63,5.72,0.415476931683856
"Force Motors Ltd.",1958,19.16,11.66,3.31,11.24,448.2,0.89,17.74,3.14,8.54,0.589395266817176
"Force Motors Ltd.",1958,-18.34,-15.14,-5.66,1.6,603.6,0.89,13.23,1.75,5.76,0.26642734133617
"Force Motors Ltd.",1958,1.31,1.23,0.65,27.66,701.6,0.85,24.24,0.37,0.04,0.192491049267468
"Force Motors Ltd.",1958,6.24,5.94,3.15,5.08,848.4,1.14,6.13,0.37,1.81,0.195215208342274
"Force Motors Ltd.",1958,8.18,7.95,3.85,6.5,812.8,1.14,17.71,1.4,7.41,0.692590350573762
"Force Motors Ltd.",1958,12.84,12.68,5.05,7.35,919.3,1.29,20.95,2.54,9.84,1.07136290494838
