"YEAR","ROE","ROC","NPM","DIV","DEP","Beta","P.E","P.B","EVEBITDA","PSALES"
1972,78.05,2.58,6.13,13.2257101865136,5.9,1.22,2.2,1.07,7.64,0.0931659118979004
2013,18.97,2.04,1.65,13.2257101865136,12.5,2.05,92.85,4.07,3.71,0.198160666561861
2013,14.66,6.35,13.12,15.67,1.8,1.37,216.84,0.45,2.07,0.0146243826358201
2013,11.19,3.72,4.13,13.2257101865136,30.2,1.04,8.64,2.65,23.23,0.145434751052402
2013,13.82,17.22,3.87781922525108,13.2257101865136,2.2,0.52,8.99,0.36,8.21,0.0371876885938443
2013,6.35,2.57,0.23,13.2257101865136,2919.1,0.97,6.86,0.87,6.09,1.08352988984978
2013,2.72,0.85,0.23,13.2257101865136,2953.4,1.17,36.84,1,2.92,0.0864972510793784
1980,30.63,10.2,6.9,7.87,2161,1.41,5.82,1.33,7.7,0.32090151486389
1980,16.47,5.24,4.54,13.53,2523.8,1.04,8.18,1.22,6.58,0.382327503127705
1980,23.76,4.58,5.86,13.2257101865136,3401.5,1.23,5.38,1.05,6.42,0.329655205187408
1980,15.03,3.04,4.15,13.2257101865136,3561.4,1.17,5.01,0.69,8.24,0.211462342208622
1973,22.71,18.54,7.84,19.43,178.5,1.14,19.34,3.41,9.26,1.37045720461224
1973,16.28,12.36,6.5,22.03,194.2,1.43,12.37,1.9,8.26,0.827692477819648
1973,0.12,0.08,0.05,13.2257101865136,320,1.48,331.62,0.4,4.44,0.172069629257678
1973,13.87,8.8,4.55,12.6,311.4,1.47,17.63,3.25,10.66,0.818006479700314
1973,15.71,8.84,3.22,15.96,294.8,1.51,7.55,1.1,4.72,0.245206066259025
1973,6.37,3.67,1.7,19.83,260.6,1.51,31.99,0.69,3.73,0.189029686230959
1973,6.69,4.25,2.25,27.44,235.6,1.47,5.36,0.45,4.55,0.154057031440409
1973,15.25,10.16,4.04,22.36,339.6,1.82,4.73,0.68,3,0.192295533961315
1973,18.97,12.76,5.39,13.2257101865136,310.2,1.98,7.1,1.24,4.48,0.383170760294845
1973,21.3,14.08,7.71,13.2257101865136,517.1,1.77,6.48,1.25,4.26,0.500564156657253
1986,25.59,5.42,8.14,12.27,8261.9,1.28,12.57,1.96,4.85,0.152575500478365
1986,8.4,8.1,12.89,13.2257101865136,193.3,2.05,20.69,0.23,16.58,0.248994972122115
1986,34.43,3.79,6,13.2257101865136,81.8,1.14,2.71,4.94,10.4375753228121,0.514156217950839
1986,16.56,11.35,0.25,12.27,13.9,1.38,2.89,0.2,16.44,0.246288209606987
1986,2.66,8.56,5.69,24.94,3.2,1.23,9.79,0.68,7.66,1.98045135354808
1995,7.56,7.18,1.09,13.2257101865136,2.1,0.33,3.37,3.14,2.6,0.467090957305754
1989,19.97,12.49,2.75,24.8,34.2,0.52,19.04,2.38,13.99,0.384003440717001
1989,17.3,11.59,2.42,14.81,33.2,0.72,7.03,1.14,4.04,0.170076379945824
1989,7.56,5.53,1.27,13.2257101865136,48.4,0.63,7.78,0.57,2.98,0.0991793468969055
1989,2.39,1.72,0.38,13.2257101865136,54.4,0.77,33.26,0.79,8.19,0.125012639307146
1989,4.49,2.63,0.74,13.2257101865136,57.3,0.61,10.74,0.47,7.24,0.0796383841552215
1989,2.25,1.12,0.27,13.2257101865136,66.9,0.61,11.65,0.63,8.29,0.076894431052599
1989,2.38,1.27,0.27,13.2257101865136,23.7,0.53,8.91,0.31,5.57,0.0512519140835161
1989,0.67,0.5,0.07,13.2257101865136,35.9,0.33,36.84,0.85,3.62,0.0901532323873425
2010,1.66,7.27,1.76,13.2257101865136,657.2,1.43,29.29,5.65,4.84,0.208142416549016
2010,7.81,7.9,0.23,109.16,152.8,1.02,6.77,0.24,22.24,0.1038466172661
2010,14.66,8.43,0.22,13.2257101865136,2.5,0.46,6.06,0.46,23.23,0.0470280373831776
2010,5.54,6.33,1.57,13.2257101865136,42.3,1.59,15.88,4.04,12.72,0.0961403224061452
2010,20.01,8.24,2.01,13.2257101865136,48,1.13,16.43,2.13,7.26,0.331380887943811
1968,27.85,11.35,7.96,13.2257101865136,141.6,1.31,9.19,1.18,16.58,0.361593082995698
1968,32.32,12.85,8.41,13.2257101865136,73.4,1.02,7.22,1.9,5.27,0.610746970071729
1968,25.77,9.91,8.45,13.2257101865136,74.1,1.14,2.58,0.59,4.47,0.225705757706943
1968,17.34,5.7,7.6,13.2257101865136,125.7,1.3,6.99,1.12,8.31,0.536217106834137
1968,19.61,5.89,9.09,11.59,193.3,1.31,7.46,1.2,9.57,0.723245791245791
1968,7.57,2.26,3.46,5.57,290.9,1.31,6.12,0.56,7.91,0.246364656231636
1968,3.48,1.24,1.8,0.98,462.8,1.44,8.33,0.34,8.62,0.180912000787906
1968,3.02,1.19,1.52,13.2257101865136,548,1.64,6.43,0.19,5.86,0.100719875282754
1988,15.28,8.12,1.77,16.6,18.4,0.73,2.89,0.56,6.09,0.0315590551181102
1988,24.26,10.66,2.56,11.06,19.8,1.38,7.22,0.84,3.96,0.108991598894168
1988,15.5,5.68,1.83,9.26,32.8,1.31,75.42,0.77,6.58,0.147489508763268
1988,16.13,6.83,2.65,6.26,86.5,1.27,4.91,0.1,6.15,0.143898268346138
1988,13.8,6.63,1.77,13.2257101865136,73.2,0.33,5.01,0.72,4.82,0.0888148568188262
1988,8.78,4.24,1.19,13.2257101865136,54.2,0.33,3.48,0.36,3.93,0.0499843788539012
1988,0.6,0.29,0.14,13.2257101865136,52.7,0.33,5.99,0.29,4.49,0.0683641773903057
1988,1.49,0.73,0.4,13.2257101865136,52.8,0.68,60.51,0.89,10.37,0.244837998610985
1988,2.05,1.01,0.56,13.2257101865136,67,0.4,27.18,0.55,8.36,0.153802850640795
1962,28.34,14.18,5.14,32.56,167.3,1.57,5.37,1.72,3.18,0.353669618164494
1962,15.79,6.42,2.58,33.03,267.1,1.34,7.02,1.05,4.8,0.181374165399014
1962,2.55,0.86,0.37,69.59,308.7,1.07,49.62,1.26,6.59,0.184270868824532
1962,11.19,3.69,3.12,13.2257101865136,130.1,1.03,9.25,1.05,23.78,0.289541104539111
1962,2.78,1,0.67,13.2257101865136,118.2,1.03,128.2,1.29,23.79,0.227253011418568
1962,7.96,3.23,1.73,13.2257101865136,147.3,1.07,328,0.9,4.5,0.177553013721198
1962,24.85,17.22,7.18,13.2257101865136,160.7,1.06,10.09,1.84,2.07,0.824285964385754
1962,11.63,0.45,3.12,12.27,164.6,1.74,12,1.15,7.91,0.268896575671777
1984,14.93,21.76,0.27,13.2257101865136,67.5,0.93,163.09,1.52,9.26,0.0745625043575263
1984,7.89,7.14017216642755,11.81,13.2257101865136,6466.2,0.86,7.49,4.94,19.2,0.468234526340132
1984,7.58,8.53,0.95,32.57,579.4,0.6,10.28,0.85,11.67,0.00725982532751092
1984,3.44,0.15,2.93,13.2257101865136,1063.1,0.97,20.94,1.22,7,0.492368898961765
1971,9.35,3.72,1.43,15.67,26.7,1.24,3.99,0.28,5.68,0.0445489762036525
1971,10.4,4.24,1.62,13.2257101865136,26.8,1.48,3.36,0.33,4.1,0.0546647764769144
1971,0.24,0.1,0.04,13.2257101865136,27,1.25,49.75,0.12,4.43,0.0205308091099017
1971,0.09,0.04,0.01,13.2257101865136,27.3,1.22,270.02,0.24,4.08,0.0390554939491828
1971,7.19,10.65,1.87,4.08,72.5,1.19,10.74,0.09,3.64,0.0324833531203221
1971,21.93,2.5,0.25,6.56,11.6,1.13,60.51,0.8,7.17,0.0246888341049847
1971,16.06,30.12,4.38,13.2257101865136,172.1,0.02,8.99,0.59,5.37,2.3991129919189
1971,4.65,3.53,0.63,13.2257101865136,306.4,1.13,27.79,1.25,6.76,0.0048079491425824
1973,20.46,8.43,2.49,11.76,27.9,0.82,2.59,0.59,2.82,0.0790469080502675
1973,5.42,2.05,0.71,13.2257101865136,34.3,1.27,12.16,0.64,6.11,0.0869980250164582
1973,14.43,5.22,1.99,13.2257101865136,45.4,1.28,6.88,0.93,5.04,0.138242877606239
1973,15.93,5.59,2.16,13.2257101865136,47.6,1.26,5.79,0.84,4.95,0.126049343996655
1937,11.37,3.74,2.87,7.84,568.1,1.41,25.07,1.04,4.16,0.282668943574969
1937,7.31,2.49,1.98,13.99,579.4,1.48,14.69,1.03,5.88,0.297062899810845
1937,11.09,2.61,2.36,11.79,635.5,1.21,9.17,0.95,5.9,0.223811529081847
1987,4.64,3.35,0.38,13.2257101865136,1.2,0.51,8.97,0.59,5.7,0.0464634146341463
1987,15.63,9.94,1.29,13.2257101865136,1.4,0.51,9.22,0.78,4.76,0.119475982532751
1987,1.82,1.33,0.19,13.2257101865136,1.5,0.58,36.9,0.52,1.45,0.0714230421881048
1987,2.96,2.18,0.55,13.2257101865136,1.5,0.67,28.6,0.8,8.04,0.158360128617363
1987,3.92,2.16,0.58,13.2257101865136,1.9,0.64,10.18,0.38,8.18,0.0594410456062291
1987,2.17,1.19,0.29,13.2257101865136,1.7,0.64,10.55,0.56,9.14,0.0716190014541929
1987,1.84,0.87,0.27,13.2257101865136,2.7,0.56,51.99,0.49,4.24,0.073264155777607
1987,0.43,0.18,0.07,13.2257101865136,2.5,0.59,23.4,0.28,6.3,0.0455518487628579
1987,36.94,1.26,3.87781922525108,109.16,1.5,0.02,11.08,2.93,7.38,161.172727272727
1994,13.75,4.77,1.79,13.2257101865136,16.1,1.09,11.14,1.15,8.88,0.046800691742326
1994,31.33,7.83,3.13,13.2257101865136,16.8,0.75,4.93,1.15,5.79,0.583335580423352
1994,17.05,3.89,1.41,13.2257101865136,40.7,1.19,24.07,0.89,46.78,9.21933989577302
1994,3.78,8.43,0.22,21.56,23.4,1.31,27.79,0.91,7.24,0.0734825400161115
1994,46.09,100.11,0.61,13.2257101865136,68.8,0.87,6.71,1.96,6.08,5.23325568047537
1994,4.46,0.76,0.31,13.2257101865136,70,0.77,163.09,0.06,10.4375753228121,0.0107204036502943
1994,13.16,10.47,5.56,13.2257101865136,9.5,1.33,4.2,0.77,4.16,0.366807344477939
1974,31.06,0.77,0.08,13.2257101865136,260.6,0.95,111.99,1.81,4.76,0.0559741742451085
1974,16.88,14.08,7.03,13.2257101865136,41.9,1.43,25.01,0.69,8.21,0.513051537519447
1974,3.02,12.59,8.3,13.2257101865136,555.7,1.71,4.73,0.54,4.72,0.185253619520097
1974,15.82,13.73,0.21,13.2257101865136,716,1.44,42.95,3.31,2.38,1.51453586367938
1996,34.67,5.7,3.97,13.2257101865136,235.6,1.59,4.37,0.18,9.57,0.122785885316365
1996,18.9,3.74,1.69,24.71,218,0.87,2.48,1.84,4.3,0.0148788437012895
1996,7.84,2.01,0.31,13.2257101865136,3.1,1.51,14.47,1.92,7.74,0.100075383415649
1996,6.61,1.41,0.27,13.2257101865136,4.1,0.4,44.92,0.47,23.76,0.121774598393574
1996,5.13,1.05,0.2,13.2257101865136,5.7,1.41,570.23,0.15,2.57,0.0025442421133624
1996,5.87,1.31,0.23,13.2257101865136,6,1.26,15.9,0.25,12.29,0.0065358615004122
1996,4.85,1.13,0.24,13.2257101865136,5.4,1.19,163.09,0.8,4.86,0.094175193314067
1987,9.99,8.34,7.31,13.2257101865136,2.2,0.46,5.34,0.42,8.05,1.93817314246762
1987,6.76,5.76,4.82,13.2257101865136,2.6,0.35,18.17,1.01,5.79,0.806658878504673
1987,0.34,0.3,0.25,13.2257101865136,2.3,0.94,27.82,1.17,7,0.860020607934055
1987,1.86,1.48,1.42,13.2257101865136,2.5,1.26,30.22,1.01,26.56,0.809981515711645
1987,1.3,0.89,0.49,13.2257101865136,3.3,1.26,111.99,1.52,38.29,0.593966850828729
1987,0.28,0.21,0.27,13.2257101865136,2.5,0.85,389.88,1.03,26.07,1.09763513513514
1987,5.75,4.65,5.56,13.2257101865136,5,1.32,26.69,0.91,24,1.07995095033722
1987,7.81,6.82,7.82,13.2257101865136,5.2,0.87,10.59,0.69,7.66,0.951519154557464
2006,23.64,18.36,8.63,13.2257101865136,67.5,0.77,4.6,0.65,4.88,0.0614349086437105
2006,21.52,13.99,6.13,13.2257101865136,141.6,1.07,10.64,1.92,8.15,0.627806456789793
2006,11.56,6.29,4.55,13.2257101865136,134.4,1.64,2.38,0.21,1.98,0.0763615030192027
2006,12.18,6.6,4.59,13.2257101865136,267.9,1.64,15.2,0.83,7.56,0.248830092692869
2006,12.18,6.6,4.59,13.2257101865136,267.9,1.58,27.79,2.28,8.56,0.851922446780742
2006,8.47,4.41,2.93,13.2257101865136,195.3,1.58,7.49,0.52,3.78,0.189886786975664
2006,0.49,0.22,0.2,13.2257101865136,221.6,1.61,9.82,0.16,3.24,0.0655750523570229
2006,0.24,0.08,0.1,13.2257101865136,225.5,1.67,20.26,0.05,7.95,0.0203015631332771
2006,0.5,0.15,0.18,13.2257101865136,274.1,1.91,16.75,0.08,7.43,0.0301489900532342
1993,4.06,2.54,1.86,13.2257101865136,9.3,0.55,11.14,0.77,92.8,0.428211805555556
1993,0.25,0.15,0.23,13.2257101865136,1.1,1.16,62.73,0.2,5.56,2.81990686845169
1993,0.26,0.21,0.1,13.2257101865136,0.7,0.4,5.62,0.42,721.7,0.392763819095477
1993,0.3,0.2,0.15,13.2257101865136,0.6,1.14,21.02,0.44,5.76,1.69828683308859
1993,1.33,5.29,0.28,13.2257101865136,6.3,1.34,3.61,1.66,8.17,0.141015470051567
1993,2.28,0.65,0.23,13.2257101865136,5.8,1.46,27.55,0.63,8.17,0.0701665034280118
1993,2.23,0.62,0.24,13.2257101865136,4.8,1.08,92.85,1.9,11.5,0.219590067008278
1972,223,18.33,6.29,13.2257101865136,36.9,1.47,6.92,9.36,10.6,0.520329961617575
1972,84.79,21.38,7.36,13.2257101865136,41.5,1.18,4.6,2.74,6.2,0.340240976797479
1972,15.9,7.27,4.38,24.71,137.2,0.7,21.95,2.57,9.6,0.979447744421255
1972,9.29,6.33,2.75,41.45,139.7,0.73,10.55,0.92,4.19,0.290681120312645
1972,4.41,3.29,1.23,82.26,120.3,0.73,14.68,0.73,3.64,0.211116347690668
1972,2,1.5,0.75,62.93,81.7,0.64,33.4,0.77,3.68,0.290120580981091
1981,2.78,5.29,1.43,13.2257101865136,3,1.19,19.34,0.68,6.06,0.47746310331073
1981,19.85,5.97,1.19,13.2257101865136,3,1.05,36.84,1.14,4.85,0.128179104477612
1981,12.71,4.4,0.69,13.2257101865136,3.2,0.77,8.6,0.56,173.58,1.19510667903525
1981,8.4,3.03,0.63,13.2257101865136,3.6,1.31,9.03,1.25,10.81,0.0626446759259259
1981,10.1,3.48,0.63,13.2257101865136,4.6,0.21,14.24,2.74,328.52,0.838330791022009
1981,9.81,2.97,0.55,13.2257101865136,5,1.06,27.79,0.6,10.93,0.284602975443628
1981,10.04,2.57,0.59,13.2257101865136,5.8,1.41,4.98,0.31,2.02,0.878952754562511
1981,13.54,2.05,0.86,13.2257101865136,1.8,1.21,216.48,0.36,9.75,1.28790419161677
1981,22.09,5.99,1.18,12.27,15.7,0.77,4.6,0.03,8.17,0.0929588216803628
1975,31.37,6.32,3.86,13.2257101865136,48.8,0.77,10.16,4.67,5.03,0.523420683200749
1975,31.7,12.01,4.8,13.2257101865136,80.5,0.98,14.47,3.2,7.83,0.695191093231043
1975,26.38,13.77,5.21,33.21,85,0.85,7.22,1.81,4.95,0.376509313879802
1975,31.13,16.27,5.81,30.6,123.9,0.74,9.07,2.65,5.25,0.527052225808699
1975,35.44,20.6,5.74,21.96,111.6,0.67,7.84,2.45,4.7,0.450304850454602
1975,22.32,14.65,4.7,22.48,141.7,0.67,6.06,1.42,3.52,0.330877320650432
1975,11.43,7.86,3.05,39.18,149.2,0.6,8.71,1.06,3.54,0.299624806018819
1975,4.45,3.11,1.4,13.2257101865136,152.8,0.55,23.09,1.01,7.62,0.322876633571413
1975,7.19,4.9,2.25,13.2257101865136,109.5,0.82,29.98,2.09,11.19,0.675603076503363
1975,8.4,5.47,2.74,13.2257101865136,114.9,1.13,21.02,1.7,8.53,0.577523131239348
1985,14.93,7.14,1.77,15.67,231.3,1.31,2.58,0.77,19.33,0.238498347798665
1985,0.28,20.74,0.12,13.2257101865136,31.7,1.19,4.6,1.19,7.08,0.149343668791507
1985,10.36,18.54,0.63,21.56,5.8,0.73,10.74,0.48,4.48,0.0871268310773225
1972,29.04,14.36,0.82,13.2257101865136,0.9,1.22,4.6,1.49,3.71,1.79955596860801
1972,13.82,7.85,0.35,13.2257101865136,1.3,0.99,3.37,1,3.66,0.522639964264443
1972,2.53,1.12,0.18,13.2257101865136,1.4,1.44,21.95,0.44,10.68,0.248055555555556
1972,1.42,4.25,0.88,13.2257101865136,5.6,1.13,9.27,0.76,6.76,0.0330028110211004
1980,24.24,9.77,8.67,13.2257101865136,459.1,0.87,2.95,0.88,5.98,0.349162458313483
1980,31.71,18.22,13.02,13.2257101865136,476.8,1.26,15.55,4.02,10.03,2.02694858863168
1980,22.11,15.87,10.21,13.2257101865136,424.8,1.5,3.04,0.63,2.27,0.31107053117513
1980,25.57,20.74,15.87,13.2257101865136,567.9,1.52,10.06,2.25,7.93,1.59961379457183
1980,18.62,14.08,14.37,5.04,699.5,1.59,4.2,0.7,4.84,0.605185185185185
1980,15.82,10.65,11.62,5.02,782.5,1.59,2.2,0.35,3.46,0.26904587291324
1980,8.7,5.8,5.89,8.16,1063.7,1.76,2.4,0.25,3.71,0.173730578476909
1980,8.36,5.73,5.9,7.77,1177.6,1.71,3.56,0.29,3.96,0.210330204329914
1980,12.2,8.43,8.14,13.2257101865136,984.9,2.04,1.85,0.23,8.18,0.151054681444124
1980,0.65,0.45,0.6,13.2257101865136,1017.3,2.05,29.29,0.19,6.84,0.176415222428073
1986,12.71,6.33,1.68,21.56,5.1,1.24,5.94,0.68,15.07,1.52524234470691
1986,4.49,6.16,0.67,0.18,8082.7,0.32,6.06,0.13,173.58,0.0511722847110281
1963,26.2,100.11,92.26,13.2257101865136,10.4,0.87,10.74,1.46,6.08,38750.95
1963,1.3,3.48,61.27,13.2257101865136,7,1.41,2.58,0.88,10.4375753228121,867.36
1963,7.55,16.27,0.14,0.18,3.3,0.52,10.74,0.59,12.59,0.257180675049636
1987,18.9,12.76,7.27,27.44,6.3,0.67,6.71,1.73,4.17,1.02098255039191
1987,13.93,15.87,0.75,22.57,2.3,0.64,4.02,0.4,3.51,0.704081315210108
1987,16.13,2.15,3.87781922525108,109.16,19,0.57,6.37,0.54,28.34,0.0176325466648047
1984,40.56,2.71,1.45,109.16,89.2,1.17,2.89,0.8,10.81,0.223179139131988
1984,16.13,11.13,0.49,13.2257101865136,9.3,0.51,14.04,2.09,5.79,0.32776622296173
1984,17.48,8.43,6.71,13.2257101865136,1.1,0.74,4.93,1.15,6.09,0.458916136845292
1979,46.09,19.57,5.5,13.2257101865136,19.7,1.46,20.17,5.79,11.18,0.731442165160426
1979,9.81,7.79,0.67,24.8,9.8,1.2,6.66,0.31,7.91,447.3
1979,13.86,7.14017216642755,3.99,92.31,8327.1,0.86,75.42,3.2,8.17,0.345899236420745
1979,34.67,0.32,3.87781922525108,13.2257101865136,87.4,1.61,13.95,2.74,6.84,0.395918740849195
1979,7.56,8.13,1.06,21.56,2105.5,1.46,2.96,1.17,11.54,0.109317669050853
1979,34.67,5.33,20.66,13.2257101865136,54.4,1.07,3.31,1.07,4.3,0.164584302518775
1979,14.6399713055954,1.05,1.19,0.18,2.2,1.44,111.99,0.88,6.92,1.49086538461538
1988,27.68,10.6,3.83,4.76,52.2,0.91,6.71,4.02,6.76,0.277972368165013
1988,16.32,19.22,10.66,13.2257101865136,260.6,0.98,3.37,0.64,3.83,1.70193443261747
1988,16.32,8.77,1.54,56.81,111.2,0.82,10.74,0.13,5.48,0.00924084404559787
1988,20.51,7.08,4.18,17.5,126.1,1.82,6.37,0.19,8.05,0.460096094398615
1988,4.5,1.38,0.9,37.06,141.9,0.85,9.74,2.38,10.97,0.00752852549959024
1988,16.06,5.33,3.31,10.99,155.2,1.09,3.31,0.6,7.43,0.456407379146281
1988,21.29,8.37,5.76,13.2257101865136,158.5,1.03,3.04,1.83,10.4375753228121,0.0424056473940709
1988,15.46,7.44,5,13.2257101865136,101.7,1.35,5.34,0.68,9.94,0.279181446111869
1988,14.93,9.1,6.07,13.2257101865136,109.6,1.43,389.88,0.67,5.05,0.00735187799084243
1984,1.73,3.55,1.57,13.2257101865136,130.3,1.38,62.73,0.6,9.43,0.670210280373832
1984,14.6399713055954,7.44,0.06,13.2257101865136,95.2,1.22,10.16,2.09,4.71,0.476255985715445
1984,2.1,10.16,3.22,13.2257101865136,6.9,0.91,27.82,0.14,5.24,0.29273152589152
1984,7.5,100.11,3.86,12.27,6871.8,1.28,6.71,0.44,6.08,2.08651614708378
1973,16.13,2.15,3.87781922525108,0.18,16.1,0.48,10.08,0.88,2.37,0.333840129002534
1973,6.17,2.58,0.6,13.2257101865136,159.2,1.23,59.3,1.83,7.65,2.01401549002085
1973,4.42,1.87,1.63,22.03,58.3,0.43,75.42,0.45,7.64,0.20603617345827
1973,1.84,5.29,0.11,13.2257101865136,1.9,1.31,276.8,2.57,7.93,0.205403324584427
1984,0.65,7.14,2.69,13.2257101865136,13336.5,1.28,15.27,0.56,2.92,0.0604318039013719
1984,3.27,12.01,7.67,13.2257101865136,12.3,0.43,10.28,0.49,9.12,1.08818691588785
1984,0.2,9.77,2.54,29.33,424.8,1.07,111.99,0.7,5.98,0.0190731697092914
1984,6.69,14.08,1.73,13.2257101865136,32.8,1.17,10.28,0.7,5.96,0.061801745774382
1984,3.04,8.64,2.23,13.2257101865136,9.3,0.55,1.85,1.81,173.58,0.28288462666432
1984,31.06,20.74,1.97,13.2257101865136,2.3,1.19,8.99,0.2,5.31,6714.98
1993,25.74,16.71,3.15,13.2257101865136,19.3,0.66,6.77,0.19,6.32,0.032942413883776
1993,5.01,3.69,0.76,13.2257101865136,10.2,0.4,11.72,0.44,1.47,0.0898922091372895
1993,5.54,4.14,1.17,13.2257101865136,14.4,0.67,2.44,0.13,1.11,0.0287651125960833
1993,8.29,6.16,2.24,13.2257101865136,16.6,1.35,3.22,0.26,2.01,0.072672354161863
1993,7.76,5.85,2.34,13.2257101865136,21.6,1.32,2.73,0.2,1.68,0.0641049983386339
1993,4.43,3.3,0.96,13.2257101865136,20.5,1.32,2.37,0.14,1.24,0.0302852375910418
1993,3.32,2.35,0.74,13.2257101865136,21.9,1.27,2.46,0.08,2.47,0.0172137913518319
1993,3.32,2.31,0.79,13.2257101865136,26.2,1.44,1.92,0.06,1.14,0.015222528554549
1993,0.46,0.33,0.13,13.2257101865136,59.8,1.13,35.21,0.16,1.86,0.0452295484602305
1993,1.99,1.49,0.65,13.2257101865136,47.5,1.19,6.63,0.13,1.25,0.0432404043940654
1991,14.77,10.47,1.03,13.2257101865136,33.8,0.55,7.84,0.42,6.84,0.0236431440045898
1991,16.77,11.96,1.14,13.2257101865136,40,1,4.93,0.63,6.14,0.0629911855337649
1991,13.75,9.15,0.95,13.2257101865136,41.5,1.13,11.24,5.01,4.01,0.35902495407542
1991,15.75,9.87,1.17,13.2257101865136,42.8,1.38,7.03,0.28,10.4375753228121,0.0812033823557609
1991,13.83,7.71,1.05,13.2257101865136,53.2,0.64,14.68,1.83,23.23,0.247712088318944
1991,13.15,6.6,0.95,13.2257101865136,51.5,0.67,8.94,0.87,7.64,0.208766361995035
1991,6.73,3.26,0.54,13.2257101865136,54.9,0.58,6.53,1.42,28.34,0.0552290104128741
1991,10.05,4.79,0.89,13.2257101865136,65.2,1.35,36.9,0.5,7.72,0.30938105043179
1991,7.04,11.35,0.08,13.2257101865136,393.9,1.03,10.09,0.35,3.55,0.236196238869598
1970,25.52,0.08,1.69,13.2257101865136,26.8,1.23,27.79,0.77,10.4375753228121,0.01734999120183
1970,31.13,3.29,6,13.2257101865136,86.5,1.67,6.86,0.56,10.77,0.147489508763268
1970,4.42,6.57,0.92,13.2257101865136,222.7,0.94,7.03,0.54,25.9,0.145890749135958
1970,25.94,8.49,0.27,12.24,56,1.32,7.22,0.58,5.66,0.0226897399859452
1970,3.86,0.15,11.62,13.2257101865136,9537.9,1.41,5.36,0.88,11.2,0.000570759326003998
1971,7.14,3.53,1.73,17.18,32.9,1.63,6.83,0.39,6.45,0.129000200260338
1971,6.47,2.58,1.57,14.19,45.8,1.73,6.9,0.43,10.68,0.10835690887433
1971,7.63,2.5,1.34,6.56,158.7,1.38,2.3,0.17,6.15,0.0308332810047096
1971,2.57,0.82,0.5,21.46,181.5,1.38,13.83,0.34,6.76,0.0694111757230331
1971,7.61,2.49,1.51,6.69,197.4,1.33,4.16,0.3,5.77,0.0627729541744541
1971,6.54,2.14,1.25,13.2257101865136,225.6,1.33,2.94,0.17,5.45,0.0323597788296402
1990,24.38,7.14,3.59,10.03,34,0.73,3.31,0.82,4.75,0.13326012957066
1990,12.39,3.28,1.62,17.35,40.8,1.06,7.25,0.8,5.22,0.117558554366372
1990,27.11,8.07,2.55,7.96,62.1,1.1,3.68,0.81,3.97,0.0940201758295183
1990,19.03,5.5,2.07,9.16,59.6,1.17,8.91,1.49,7.38,0.184915409092341
1990,12.1,3.12,1.39,11.83,66.2,1.17,11.62,1.67,8.07,0.20398026406461
1990,6.06,1.47,0.73,13.01,77.9,1.14,7.73,0.59,6.17,0.0740571703098727
1990,4.67,1.06,0.62,13.2257101865136,64.1,0.88,5.74,0.26,8.04,0.035764321510646
1969,16.16,197.48,7.74,0.18,1.7,0.87,4.6,0.43,6.08,365.311254172628
1987,3.02,3.72,13.1,13.2257101865136,1.5,1.74,2.46,2.45,12.57,0.616222301344615
1987,34.67,0.04,20.14,13.2257101865136,194.2,1.29,3.99,0.88,28.34,0.366842884330725
1987,2.38,0.33,8.22,13.2257101865136,181.6,1.16,15.27,0.06,7.43,0.978805923087185
1987,5.36,5.29,0.13,13.2257101865136,68.8,1.3,8.02,0.6,7.43,1.74392565729828
1987,0.49,2.49,2.1,0.18,6381.2,1.56,4.3,1.01,8.17,0.219033262561925
1990,17.26,6.24,2.73,5.06,218,1.03,5.11,0.74,4.79,0.122785885316365
1960,13.16,11.13,1.98,13.2257101865136,9.3,1.09,2.89,1.01,7.52,0.46882192743565
1960,16.56,10.48,5.09,13.2257101865136,6.7,1.08,3.04,1.14,4.43,0.136995793120515
1960,7.23,1.71,1.06,13.2257101865136,6.7,1.19,161.33,1.05,3.54,2.51533196440794
1960,10.38,2.57,1.21,13.2257101865136,6.8,1.13,12.96,4.94,16.71,0.121109677419355
1960,3.86,1.05,0.3,13.2257101865136,6.9,1.39,49.61,0.81,4.84,0.186570663094441
1960,5.8,1.67,0.45,13.2257101865136,2.3,0.14,27.55,1.15,5.68,0.0912659176029963
1979,11.08,5.29,2.95,13.2257101865136,4.8,0.77,12.97,0.56,6.7,0.169299450549451
1979,15.7,7.9,5.69,13.2257101865136,5.5,0.77,7.33,0.85,5.31,0.345809601301871
1979,11.63,5.99,4.1,13.2257101865136,6.7,0.77,2.86,0.36,3.6,0.143493389004871
1979,1.11,0.52,0.25,13.2257101865136,9.2,0.33,17.15,0.92,5.69,0.230588235294118
1979,11.42,5.22,2.66,13.2257101865136,9.4,0.05,7.94,0.47,4.15,0.121840936616875
1979,11.14,5.64,2.94,13.2257101865136,8,0.01,4.91,0.51,4.11,0.14249313994512
1979,3.73,2.03,0.88,13.2257101865136,7.6,0.06,14.21,0.57,4.06,0.133521303258145
1979,1.17,0.63,0.33,13.2257101865136,10,0.41,44.92,0.3,4.88,0.0813473379210431
1979,0.64,0.32,0.2,13.2257101865136,10.2,0.43,25.07,0.8,7.65,0.246441211167912
1984,20.09,11.38,8.22,20.63,15.2,0.52,4.6,0.87,4.54,0.384743094318019
1984,14.03,8.87,5.9,22.45,16,0.76,8.04,1.05,3.71,0.480217038792566
